Run,Assay Type,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Library Name,AvgSpotLen,Bases,Cultivar,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Collection_Date,Lat_Lon,Isolation_source,estimated_size,ploidy,BIOME,feature,Host,isol_growth_condt,material,nominal_length (run),num_replicons,propagation,ref_biomaterial,Run_ID (run),tissue,Age,Isolate,Ecotype,collected_by,BIOMATERIAL_PROVIDER,Development_stage,indexi7 (run),Plate_pos (run),PlateID (run),pool_name (run),RNAEXTLOC,RNAEXTMTHD,dev_stage,Genotype,treatment,Developmental_stage,sample_name,common_name,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,Broker_name,organism_part,GEO_Accession (exp),source_name,replicate,Experiment,filename_1,filename_2,phenotype,strain,stress,sequencing_date,sequencing_provider,platform,growth_protocol,sample_title1,sample_title2,sample_type,sorghum_genotype,time_point,population,rip_antibody,height_or_length,irrigation_status,quality (run),forward_read_length (run),MD5_checksum1 (run),MD5_checksum2 (run),reverse_read_length (run),Cell_type,plant_strain,protocol,symbiotic_status,organism,sample_title,sex,temp,fungal_strain,plot,watering_regime,sub_species,Cell_line,CULTURE_COLLECTION,Description,disease,disease_stage,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),isolation_and_growth_condition,number_of_replicons,plant_developmental_stage,plant_growth_medium,plant_structure,sample_health_state,specimen_voucher,Accession,growth_condition,LIBRARY_STRAND (exp),stimulus,subspecies,tissue_biomaterial_provider
SRR9586601,RNA-Seq,PRJNA550261,SAMN12123081,1135673222,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6352435,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_PS_biol2_tech1,SRP211756,lib_40,250,2833117000,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-PS_3_296697_15_S16_L002_R1_001.fastq.gz,P8_S5-PS_3_296697_15_S16_L002_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586602,RNA-Seq,PRJNA550261,SAMN12123080,1135647605,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6352434,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_PS_biol1_tech3,SRP211756,lib_39,250,2846203250,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-PS_3_295775_15_S46_L005_R1_001.fastq.gz,P8_S5-PS_3_295775_15_S46_L005_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586603,RNA-Seq,PRJNA550261,SAMN12123084,1038823766,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6352433,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_PS_biol3_tech1,SRP211756,lib_43,250,2585859500,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-SS_1_295775_16_S47_L005_R1_001.fastq.gz,P8_S5-SS_1_295775_16_S47_L005_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586604,RNA-Seq,PRJNA550261,SAMN12123085,1038570235,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6352432,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_PS_biol3_tech2,SRP211756,lib_44,250,2574733000,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-SS_1_296697_16_S17_L002_R1_001.fastq.gz,P8_S5-SS_1_296697_16_S17_L002_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586605,RNA-Seq,PRJNA550261,SAMN12123082,1136638272,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX6352431,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_PS_biol2_tech2,SRP211756,lib_41,250,2835274500,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-PS_3_296697_15_S16_L003_R1_001.fastq.gz,P8_S5-PS_3_296697_15_S16_L003_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586606,RNA-Seq,PRJNA550261,SAMN12123083,1127338100,COLD SPRING HARBOR LABORATORY,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX6352430,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_PS_biol2_tech3,SRP211756,lib_42,250,2827897750,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-PS_3_296697_15_S16_L004_R1_001.fastq.gz,P8_S5-PS_3_296697_15_S16_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586607,RNA-Seq,PRJNA550261,SAMN12123088,970610902,COLD SPRING HARBOR LABORATORY,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6352429,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_SS_biol1_tech2,SRP211756,lib_47,250,2407913500,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 SS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-SS_2_295775_17_S48_L005_R1_001.fastq.gz,P8_S5-SS_2_295775_17_S48_L005_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586608,RNA-Seq,PRJNA550261,SAMN12123089,971273347,COLD SPRING HARBOR LABORATORY,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6352428,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_SS_biol1_tech3,SRP211756,lib_48,250,2399150500,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 SS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-SS_2_296697_17_S18_L002_R1_001.fastq.gz,P8_S5-SS_2_296697_17_S18_L002_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586609,RNA-Seq,PRJNA550261,SAMN12123086,1039132685,COLD SPRING HARBOR LABORATORY,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6352427,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_PS_biol3_tech3,SRP211756,lib_45,250,2574987000,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-SS_1_296697_16_S17_L003_R1_001.fastq.gz,P8_S5-SS_1_296697_16_S17_L003_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586610,RNA-Seq,PRJNA550261,SAMN12123087,1030344972,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6352426,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_SS_biol1_tech1,SRP211756,lib_46,250,2567251500,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 SS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-SS_1_296697_16_S17_L004_R1_001.fastq.gz,P8_S5-SS_1_296697_16_S17_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586611,RNA-Seq,PRJNA550261,SAMN12123090,973150971,COLD SPRING HARBOR LABORATORY,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6352425,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_SS_biol2_tech1,SRP211756,lib_49,250,2403304250,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 SS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-SS_2_296697_17_S18_L003_R1_001.fastq.gz,P8_S5-SS_2_296697_17_S18_L003_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586612,RNA-Seq,PRJNA550261,SAMN12123091,963739674,COLD SPRING HARBOR LABORATORY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6352424,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s5_SS_biol2_tech2,SRP211756,lib_50,250,2391965000,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 5 SS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S5-SS_2_296697_17_S18_L004_R1_001.fastq.gz,P8_S5-SS_2_296697_17_S18_L004_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586613,RNA-Seq,PRJNA550261,SAMN12123062,1596294216,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6352423,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s4_PS_biol1_tech3,SRP211756,lib_21,250,4333345250,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 4 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S4-PS_2_296806-14_S24_L005_R1_001.fastq.gz,P8_S4-PS_2_296806-14_S24_L005_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586614,RNA-Seq,PRJNA550261,SAMN12123063,1598814161,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6352422,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s4_PS_biol2_tech1,SRP211756,lib_22,250,4339434750,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 4 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S4-PS_2_296806-14_S24_L006_R1_001.fastq.gz,P8_S4-PS_2_296806-14_S24_L006_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586615,RNA-Seq,PRJNA550261,SAMN12123064,2012803469,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6352421,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s4_PS_biol2_tech2,SRP211756,lib_23,250,5509830750,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 4 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S4-PS_3_296806-15_S25_L005_R1_001.fastq.gz,P8_S4-PS_3_296806-15_S25_L005_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586616,RNA-Seq,PRJNA550261,SAMN12123065,2013559828,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6352420,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s4_PS_biol2_tech3,SRP211756,lib_24,250,5512661750,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 4 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S4-PS_3_296806-15_S25_L006_R1_001.fastq.gz,P8_S4-PS_3_296806-15_S25_L006_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586617,RNA-Seq,PRJNA550261,SAMN12123066,1873784618,COLD SPRING HARBOR LABORATORY,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6352419,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s4_PS_biol3_tech1,SRP211756,lib_25,250,5148556500,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 4 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S4-SS_1_296806-16_S26_L005_R1_001.fastq.gz,P8_S4-SS_1_296806-16_S26_L005_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586618,RNA-Seq,PRJNA550261,SAMN12123067,1874680376,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6352418,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s4_PS_biol3_tech2,SRP211756,lib_26,250,5150851000,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 4 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S4-SS_1_296806-16_S26_L006_R1_001.fastq.gz,P8_S4-SS_1_296806-16_S26_L006_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586619,RNA-Seq,PRJNA550261,SAMN12123068,1179096100,COLD SPRING HARBOR LABORATORY,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6352417,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s4_PS_biol3_tech3,SRP211756,lib_27,250,3255261750,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 4 PS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S4-SS_2_296806-17_S27_L005_R1_001.fastq.gz,P8_S4-SS_2_296806-17_S27_L005_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586620,RNA-Seq,PRJNA550261,SAMN12123069,1180314792,COLD SPRING HARBOR LABORATORY,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX6352416,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s4_SS_biol1_tech1,SRP211756,lib_28,250,3258404000,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 4 SS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S4-SS_2_296806-17_S27_L006_R1_001.fastq.gz,P8_S4-SS_2_296806-17_S27_L006_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586621,RNA-Seq,PRJNA550261,SAMN12123070,1591277615,COLD SPRING HARBOR LABORATORY,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6352415,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s4_SS_biol1_tech2,SRP211756,lib_29,250,4343421250,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 4 SS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S4-SS_3_296806-18_S28_L005_R1_001.fastq.gz,P8_S4-SS_3_296806-18_S28_L005_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9586622,RNA-Seq,PRJNA550261,SAMN12123071,1590375151,COLD SPRING HARBOR LABORATORY,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6352414,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2019-10-08T00:00:00Z,msd2_s4_SS_biol1_tech3,SRP211756,lib_30,250,4339182500,msd2,USA,North America,Plant,"USA: Lubbock\, TX",,,,,,,,,,,,,,,,Developing meristem,,BTx623,,,,,,,,,,,Stage 4 SS,,,,,,,,,,,,,,,,,,,,,,RNAseq,P8_S4-SS_3_296806-18_S28_L006_R1_001.fastq.gz,P8_S4-SS_3_296806-18_S28_L006_R2_001.fastq.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6327837,RNA-Seq,PRJNA417857,SAMN08007477,25135315207,DORDT COLLEGE,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3427471,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum halepense,ILLUMINA,2017-11-29T00:00:00Z,Rhizome tissue from Sorghum halepense,SRP125786,s_hal_rhiz_2017,252,72115774416,,USA,North America,Plant,USA: Kansas,2015-07-07,38.770961 N 97.572714 W,,,,,,,,,,,,,,rhizome node buds,,,central Kansas,Lee DeHaan,,,,,,,,,reproductive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3703075,RNA-Seq,PRJNA312315,SAMN05258086,6609886468,UNIVERSITY OF COPENHAGEN,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX1854327,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2017-06-19T00:00:00Z,7A-1BR,SRP076714,7A,202,9545604940,MR49,Australia,Oceania,Plant,Australia,2011-04-18,27.5412 S 152.3355 E,,,,,,,,,,,,,,Grain,17 DAA,,,Peter Stuart,,,,,,,,,Fully Flowered + 10days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3703224,RNA-Seq,PRJNA312315,SAMN05258087,7525664061,UNIVERSITY OF COPENHAGEN,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX1854328,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2017-06-19T00:00:00Z,7B-1BR,SRP076714,7B,202,11204877582,MR51,Australia,Oceania,Plant,Australia,2011-04-18,27.5412 S 152.3355 E,,,,,,,,,,,,,,Grain,17 DAA,,,Peter Stuart,,,,,,,,,Fully Flowered + 10days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3703226,RNA-Seq,PRJNA312315,SAMN05258088,7684766458,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX1854329,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2017-06-19T00:00:00Z,7C-1BR,SRP076714,7C,202,11461097008,MR53,Australia,Oceania,Plant,Australia,2011-04-18,27.5412 S 152.3355 E,,,,,,,,,,,,,,Grain,17 DAA,,,Peter Stuart,,,,,,,,,Fully Flowered + 10days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3703227,RNA-Seq,PRJNA312315,SAMN05258089,7511463304,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX1854330,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2017-06-19T00:00:00Z,9A-1BR,SRP076714,9A,202,11183496084,MR55,Australia,Oceania,Plant,Australia,2011-04-26,27.5412 S 152.3355 E,,,,,,,,,,,,,,Grain,25 DAA,,,Peter Stuart,,,,,,,,,Top half seed at milky-dough stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3703256,RNA-Seq,PRJNA312315,SAMN05258092,7142534601,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1854333,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2017-06-19T00:00:00Z,10A-1BR,SRP076714,10A,202,10552287898,MR61,Australia,Oceania,Plant,Australia,2011-05-03,27.5412 S 152.3355 E,,,,,,,,,,,,,,Grain,32 DAA,,,Peter Stuart,,,,,,,,,Top seed at dough stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3703258,RNA-Seq,PRJNA312315,SAMN05258093,7338591226,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX1854334,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2017-06-19T00:00:00Z,10B-1BR,SRP076714,10B,202,10861082268,MR63,Australia,Oceania,Plant,Australia,2011-05-03,27.5412 S 152.3355 E,,,,,,,,,,,,,,Grain,32 DAA,,,Peter Stuart,,,,,,,,,Top seed at dough stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3703261,RNA-Seq,PRJNA312315,SAMN05258096,10250399816,UNIVERSITY OF COPENHAGEN,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX1854337,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2017-06-19T00:00:00Z,13B-1BR,SRP076714,13B,202,15105967232,MR69,Australia,Oceania,Plant,Australia,2011-05-20,27.5412 S 152.3355 E,,,,,,,,,,,,,,Grain,49 DAA,,,Peter Stuart,,,,,,,,,Top seed at hard dough stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3707942,RNA-Seq,PRJNA325381,SAMN05230468,962388939,CHINA AGRICULTURAL UNIVERSITY,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX1837933,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,Sorghum bicolor,ILLUMINA,2017-01-01T00:00:00Z,Sorghum_bicolor_NIL-like_mutation-br2_Early_R2,SRP076433,,250,2531472000,Tx626*SV,China,Asia,Plant,China,,,,,,,,,,,,,,,,stalks,not applicable,NIL-like_mutation-br2_Early_R2,not applicable,,,,,,,,,,early jointing stage,,,,,,,,,,,,,,,,,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
